expression,annotation
【在和老师的聊天界面，老师刚布置了一个写稿任务】帮我完成老师给我的这个任务，不需要太认真但是不要让人觉得是AI写的,"定冠词指代理解,抗冗余表达干扰,复杂逻辑理解,情境感知,任务调度,特定语义功能,自主寻找,条件判断,信息存储与提取,识别与理解,生成"
帮忙写一下电路原理的实验报告,"个性化知识理解,通用,专业,生成"
根据大众点评上的美食店推荐，规划最优路线,"情境感知,隐性步骤提取,任务调度,特定应用功能,自主寻找,偏好分析,信息存储与提取"
导航到清华大学（导航）,"不确定方法理解,模糊范围程度理解,情境感知,特定执行动作,特定语义功能,自主寻找"
十一点之前不玩手机（开启Forest种树）,"不确定方法理解,不确定目标理解,语序语气理解,语义揣测,设置条件触发"
打开我的行程安排,"不确定方法理解,缺失限定语理解,特定应用功能,信息权限,信息处理"
帮我拒绝不必要的社交,"不确定方法理解,模糊范围程度理解,个性化知识理解,条件判断,偏好分析,信息处理,信息存储与提取,通用,生成"
下一周安排以下任务：“xxx”，处理你自己可以处理的部分,"不确定方法理解,不确定目标理解,口语化表达理解,个性化知识理解,语义揣测,设置条件触发,隐性步骤提取,任务调度,特定执行动作,特定语义功能,自主寻找,信息权限,条件判断,信息处理,信息存储与提取,通用,执行"
压力太大了能不能帮我放松一下心情,"情境感知,个性化知识理解,通用,情感,生成"
出门后清洁房间,"不确定方法理解,不确定目标理解,句子成分缺失理解,情境感知,隐性步骤提取,特定执行动作,长任务,特定语义功能"
请帮我打开窗帘,"特定执行动作,可靠执行,特定语义功能"
去大理玩三天，推荐美食路线,"不确定方法理解,不确定目标理解,情境感知,个性化知识理解,自主寻找,条件判断,偏好分析,信息存储与提取,通用,生成"
请打开扫地机器人，洗衣机和烘干机,"任务调度,特定执行动作,长任务,特定语义功能"
打开网易云音乐播放爱人错过,"特定执行动作,可靠执行,特定应用功能,特定语义功能,信息获取,信息分析"
找一下矫正拖延的方式,"不确定目标理解,情境感知,特定语义功能,自主寻找,条件判断,信息处理,信息存储与提取,专业,情感,生成"
根据今天的微信聊天记录把关键事项写进本周日程,"模糊范围程度理解,个性化知识理解,任务调度,特定应用功能,自主寻找,信息权限,信息分析,信息存储与提取,识别与理解"
根据过往情况，判断一下我完成任务清单的可能性,"情境感知,个性化知识理解,特定语义功能,信息权限,条件判断,偏好分析,信息存储与提取,生成"
你是我的秘书，帮我安排我的日程，并每天提醒我在什么时候需要处理什么工作，我不想拖延，也不想迟到,"抗冗余表达干扰,大信息量理解,个性化知识理解,设置条件触发,任务调度,长任务,信息权限,条件判断,信息存储与提取,通用"
【对着一个论文网页】你是超导领域的专家，请帮我概括一下这篇论文的主旨,"定冠词指代理解,虚拟语气理解,自主寻找,信息分析,识别与理解,通用,专业"
【开车】快没油了，找个加油站,"不确定方法理解,不确定目标理解,缺失限定语理解,抗冗余表达干扰,情境感知,隐性步骤提取,特定应用功能,特定语义功能,自主寻找,条件判断"
帮我联系下小红书上六道口附近的中介，你去看一下房，视频传我,"抗冗余表达干扰,复杂指令理解,情境感知,隐性步骤提取,任务调度,长任务,复杂任务,特定语义功能,设备联通,信息处理,信息存储与提取,生成"
今天晚餐吃什么,"不确定目标理解,个性化知识理解,自主寻找,条件判断,偏好分析"
卡利斯马表现怎么翻译,"特定语义功能,自主寻找,信息处理,通用"
设定每天22点提示强制关机,"设置条件触发,构建循环,特定执行动作,特定应用功能"
帮我润色一下这段小说的语言,"定冠词指代理解,信息处理,通用,专业,生成"
我要去广西旅行（规划行程）,"不确定方法理解,不确定目标理解,个性化知识理解,语义揣测,规划,自主寻找,条件判断,偏好分析,通用,生成"
小度小度，我心情不好（播放治愈音乐）,"情境感知,个性化知识理解,语义揣测,特定应用功能,通用,情感,生成"
我最近想看情感类戏剧，找一个符合我审美的并定周四晚的票,"口语化表达理解,复杂逻辑理解,情境感知,个性化知识理解,特定语义功能,自主寻找,信息权限,条件判断,偏好分析,信息处理,信息存储与提取"
这局我该选什么英雄，采取什么策略，能打赢吗,"不确定方法理解,不确定目标理解,定冠词指代理解,抗冗余表达干扰,情境感知,特定应用,条件判断,专业,生成"
(麻将）下一张牌打八万,"模糊指代理解,情境感知,特定执行动作,特定语义功能,信息获取,信息处理,识别与理解"
你是一个访谈者，需要就中国新能源汽车发展主题开展访谈，请制定一份访谈提纲,"虚拟语气理解,情境感知,自主寻找,条件判断,信息处理,信息存储与提取,专业,生成"
水池里的碗洗干净架起来，地面也清理一下，我到家时帮我煮好米饭，调好空调,"不确定方法理解,不确定目标理解,复杂逻辑理解,情境感知,语义揣测,设置条件触发,隐性步骤提取,任务调度,特定执行动作,可靠执行,特定语义功能,设备联通,信息处理,信息存储与提取"
你看看我这学期哪几门课有论文，帮我想几个选题，收集对应素材,"不确定目标理解,模糊指代理解,个性化知识理解,自主寻找,条件判断,偏好分析,信息存储与提取,专业"
帮我检查文章,"不确定方法理解,不确定目标理解,模糊指代理解,特定语义功能,自主寻找,信息分析,专业"
小度，晚上11点关闭所有的电灯,"语序语气理解,情境感知,设置条件触发,构建循环,特定执行器件,特定应用功能"
开启去世一大的步行导航,"不确定方法理解,别名理解,非常规表达理解,语序语气理解,个性化知识理解,隐性步骤提取,特定执行动作,特定应用功能,特定语义功能,信息获取,条件判断"
我明天要跟导师汇报xx主题的文献综述，按照这个格式，帮我把现在找到的文献内容整理进模板里,"定冠词指代理解,抗冗余表达干扰,复杂逻辑理解,情境感知,隐性步骤提取,自主寻找,信息处理,信息存储与提取,通用,专业"
我要回家,"不确定方法理解,不确定目标理解,模糊指代理解,情境感知,个性化知识理解,语义揣测,隐性步骤提取,特定应用功能"
打开B站,"别名理解,特定执行动作,特定语义功能"
帮我预定一下从北京市前往天津市的耗时最短的高铁二等座，如果在其他票务平台有优惠券可以使用的话请一并使用,"不确定方法理解,不确定目标理解,模糊范围程度理解,复杂逻辑理解,语义揣测,隐性步骤提取,任务调度,特定执行动作,复杂任务,特定应用功能,特定语义功能,信息权限,信息运算,条件判断,信息处理"
设置明天的闹钟并告知当时的天气情况,"不确定目标理解,口语化表达理解,个性化知识理解,隐性步骤提取,特定应用功能,特定语义功能,自主寻找,信息权限,条件判断,信息存储与提取"
帮我制定一下做的计划,"句子成分缺失理解,情境感知,个性化知识理解,构建循环,隐性步骤提取,任务调度,信息获取,信息处理,生成"
帮我规划一下去秦皇岛该玩哪些，定个计划,"个性化知识理解,设置条件触发,构建循环,隐性步骤提取,任务调度,特定执行动作,长任务,复杂任务,自主寻找,条件判断,偏好分析,信息存储与提取,通用,专业,生成,执行"
帮我做一道家乡菜,"不确定目标理解,模糊范围程度理解,个性化知识理解,隐性步骤提取,任务调度,特定执行动作,可靠执行,信息获取,信息处理,信息存储与提取"
请帮我处理班干部管理事务，收集返校情况,"抗冗余表达干扰,情境感知,隐性步骤提取,任务调度,信息获取,信息处理,信息存储与提取,通用"
打开番茄TODO,"特定应用,特定语义功能"
找几个适合在家进行的锻炼方式,"情境感知,自主寻找,条件判断,偏好分析,信息处理,信息存储与提取,专业,生成"
朗读今天的微博热搜,"特定执行动作,特定应用功能,特定语义功能,信息获取,信息处理"
在相亲相爱一家人群聊中说祝大家元旦快乐,"不确定目标理解,特定执行动作,特定应用功能,特定语义功能"
打开支付宝扫码,"特定执行动作,特定应用功能,特定执行器件"
请帮我翻译以下文章：“xxx”,"语义揣测,特定语义功能,自主寻找,信息运算,信息存储与提取,通用"
每月15号定一个早上8点的闹钟提醒我交电费,"设置条件触发,构建循环,任务调度,长任务,复杂任务,特定应用功能,特定语义功能,自主寻找,信息处理,信息存储与提取"
推荐好用的网球运动装备,"个性化知识理解,特定语义功能,自主寻找,信息运算,偏好分析,信息存储与提取,通用"
请根据我的日程表提醒我的每一个计划，并提前告知现状信息，例如我晚上9点睡觉，提示为：现在是晚上8：30，离睡觉还有半小时，请提前记得吃药、打游戏等,"抗冗余表达干扰,大信息量理解,情境感知,设置条件触发,构建循环,隐性步骤提取,任务调度,特定语义功能,信息权限,信息运算,信息存储与提取,通用"
搜集股份回购相关的外文文献并翻译成中文,"隐性步骤提取,可靠执行,特定语义功能,自主寻找,信息处理,信息存储与提取,专业"
请判断我的睡眠周期,"信息权限,信息运算,条件判断,信息处理,专业"
帮我收藏一下今天看过的小说,"隐性步骤提取,特定应用功能,自主寻找,条件判断,信息存储与提取"
打开微信软件中我和王熙凤的对话,"非常规表达理解,个性化知识理解,特定应用功能,特定语义功能,信息权限,信息处理,信息存储与提取"
请每隔一个小时告诉我时间,"设置条件触发,构建循环,任务调度,特定执行动作,可靠执行,信息获取,信息运算,信息存储与提取"
请帮我修改论文中的英文部分语法错误及润色,"模糊指代理解,个性化知识理解,自主寻找,信息分析,信息存储与提取,通用,专业,生成"
在日程中标记2023-9-24为ddl,"模糊范围程度理解,情境感知,特定应用功能,信息获取,信息处理,信息存储与提取"
我要睡觉（关灯）,"语序语气理解,情境感知,个性化知识理解,语义揣测,特定执行动作,特定语义功能,设备联通"
点一个外卖并备注12点送到，直接放门口就行,"不确定目标理解,模糊指代理解,语序语气理解,抗冗余表达干扰,情境感知,构建循环,隐性步骤提取,任务调度,特定执行动作,可靠执行,特定应用功能,特定语义功能,信息权限,条件判断,信息存储与提取"
帮我回复一下新的微信消息说我稍后回复,"缺失限定语理解,抗冗余表达干扰,特定执行动作,特定应用功能,特定语义功能"
与清华大学的创新项目进展情况,"自主寻找,信息权限,条件判断"
请在日历中7月31日18点-22点设定赶飞机日程,"特定应用功能,特定语义功能,信息获取,信息处理,信息存储与提取"
请帮我打电话给张三,"特定应用功能,特定语义功能,信息获取,信息存储与提取,通用"
请帮我将不模糊的照片洗出并寄给照片里的人,"不确定方法理解,不确定目标理解,模糊表达理解,抗冗余表达干扰,高级智能理解,隐性步骤提取,特定执行动作,可靠执行,特定应用功能,特定语义功能,信息权限,设备联通,条件判断,信息存储与提取,识别与理解,通用"
你是公共管理领域的硕士一年级学生，请写一份2000字左右的学年总结,"不确定目标理解,虚拟语气理解,个性化知识理解,自主寻找,信息分析,信息存储与提取,生成"
想一个生日庆祝计划,"抗冗余表达干扰,情境感知,隐性步骤提取,自主寻找,条件判断,偏好分析,信息存储与提取,情感,生成"
明天的天气如何,"口语化表达理解,特定语义功能,自主寻找,条件判断,信息存储与提取"
帮我放一些轻快舒缓的歌,"不确定目标理解,模糊范围程度理解,模糊指代理解,特定执行动作,特定应用功能,特定语义功能,自主寻找,信息处理,识别与理解"
搜索监督学习为关键词的相关文献,"特定语义功能,自主寻找,信息权限,信息处理"
在提醒事项里设定明天的办理签证事情,"非常规表达理解,个性化知识理解,特定应用功能,特定语义功能,信息获取,条件判断,信息存储与提取"
我的身体健康状况,"自主寻找,信息权限,条件判断,信息处理,信息存储与提取,通用,专业"
帮我叫一下一起打游戏的人上线,"不确定方法理解,模糊指代理解,口语化表达理解,个性化知识理解,特定应用功能,信息获取"
我现在有事，用我的口吻回一下微信消息,"不确定方法理解,不确定目标理解,模糊指代理解,语序语气理解,个性化知识理解,特定应用功能,特定语义功能,信息获取,信息处理,信息存储与提取,通用,生成"
帮我订下午四点的闹钟抢戏票,"不确定目标理解,特定应用功能,特定语义功能,设备联通,信息处理,信息存储与提取"
小度小度导航到最近的加油站同时搜索当日油价,"语序语气理解,情境感知,任务调度,特定应用功能,特定语义功能,自主寻找,信息运算,信息存储与提取"
股份回购是啥呀？,"口语化表达理解,自主寻找,信息分析"
【在房间】打开空调，调整到27度,"特定执行动作,特定应用功能"
请帮我检查一下这段代码中的bug：“xxx”,"定冠词指代理解,情境感知,特定应用功能,自主寻找,条件判断,信息处理,信息存储与提取,专业"
帮我查找并朗读一下这本书的书评,"定冠词指代理解,特定执行动作,特定语义功能,自主寻找,信息运算"
帮我重要的日程设置闹铃,"个性化知识理解,隐性步骤提取,任务调度,特定语义功能,信息获取,条件判断,偏好分析"
天猫精灵，帮12345678901的手机号码充话费,"不确定方法理解,特定应用功能,特定语义功能,信息权限,信息处理"
播放《极乐净土》,"隐性步骤提取,特定执行动作,特定语义功能,自主寻找,条件判断"
帮我分析一下这两篇文章的异同,"特定语义功能,信息获取,条件判断,信息处理,信息存储与提取,识别与理解"
定一个下午两点钟的闹钟,"不确定目标理解,隐性步骤提取,特定执行动作,特定应用功能,信息运算,信息存储与提取"
【在代码编辑器中】代码是否存在问题,"不确定目标理解,情境感知,自主寻找,条件判断,信息处理,专业"
定一个8点的闹钟,"缺失限定语理解,句子成分缺失理解,特定应用功能"
提取这篇文献的主要研究内容及结论,"定冠词指代理解,自主寻找,信息分析,信息存储与提取,识别与理解,通用,专业"
我想继续在b站看昨天晚上没看完的综艺,"语义揣测,特定执行动作,特定应用功能,特定语义功能,自主寻找,信息运算,条件判断"
帮我挂一个今天医院放射科的号,"不确定目标理解,缺失限定语理解,非常规表达理解,特定执行动作,特定语义功能,信息权限,信息处理,信息存储与提取,通用"
你是四大律所的实习律师，请你根据这位客户的资料，收集相关法条,"定冠词指代理解,虚拟语气理解,自主寻找,信息权限,条件判断,信息处理,信息存储与提取,识别与理解"
发一条微博，内容如下，这个项目谁想做谁做我不干了，配图一张鲁迅我不干了表情包,"模糊指代理解,语序语气理解,大信息量理解,隐性步骤提取,特定应用功能,自主寻找,信息处理,生成"
导航到学校并放音乐,"不确定方法理解,不确定目标理解,情境感知,个性化知识理解,任务调度,特定执行动作,可靠执行,特定应用功能,特定语义功能,信息获取"
请帮我定个明天早上的闹钟,"不确定目标理解,模糊范围程度理解,特定应用功能,设备联通"
推荐汇报PPT模板,"特定语义功能,自主寻找,偏好分析,信息存储与提取,专业"
想摸小狗了（自动查找附近宠物店）,"模糊表达理解,情境感知,个性化知识理解,语义揣测,隐性步骤提取,特定应用功能,特定语义功能,自主寻找,情感"
帮我和闺蜜说今晚累了不出门,"不确定方法理解,别名理解,语序语气理解,个性化知识理解,特定语义功能"
我想用一千块穷游大理（规划行程及预算）,"不确定目标理解,个性化知识理解,语义揣测,特定语义功能,自主寻找,信息运算,条件判断,偏好分析,信息存储与提取,通用"
帮我翻译一下这个文章,"定冠词指代理解,特定语义功能,自主寻找,信息分析,信息存储与提取,通用"
在我运动完后帮我做好今天的晚饭,"不确定目标理解,模糊范围程度理解,情境感知,个性化知识理解,设置条件触发,任务调度,特定执行动作,复杂任务,特定语义功能,设备联通,偏好分析,信息处理,识别与理解,通用"
查找附近跑步线路和天气、路况,"不确定方法理解,情境感知,特定应用功能,特定语义功能,自主寻找,信息运算,条件判断,信息处理,信息存储与提取"
找一下es战队本月的赛程并列出来,"不确定目标理解,自主寻找,信息处理,信息存储与提取"
【对着待办事项】这些任务我应该先做哪个比较好,"定冠词指代理解,语序语气理解,抗冗余表达干扰,情境感知,信息获取,偏好分析,通用"
打开微博查找关注的人的动态,"隐性步骤提取,特定应用功能,信息权限,条件判断"
梳理一下养老金改革的历史沿革，2000字以上,"自主寻找,条件判断,通用,专业"
请帮我打开soul的信息,"不确定目标理解,非常规表达理解,特定应用功能,特定语义功能,信息权限"
给猫咪加一根猫条,"不确定方法理解,情境感知,特定执行动作,特定语义功能,信息获取,信息处理,信息存储与提取,识别与理解"
帮我找一下附近的餐厅,"模糊范围程度理解,特定应用功能,特定语义功能,自主寻找"
请帮我把水木社区任务拆分成5个子任务，并对应分给5位时间合适的员工后，跟踪其完成进度和统计汇报数据,"不确定目标理解,复杂指令理解,构建循环,隐性步骤提取,任务调度,长任务,复杂任务,特定应用功能,特定语义功能,信息权限,信息运算,信息分析,信息存储与提取,通用"
我想学Pr软件，有没有什么好的教程,"不确定目标理解,模糊指代理解,抗冗余表达干扰,个性化知识理解,特定语义功能,自主寻找,条件判断,偏好分析"
打电话给李小云,"语序语气理解,特定应用功能,特定语义功能"
我想看八角笼中，你看看我什么时候去比较合适，帮我抢个票再安排一下行程,"不确定目标理解,抗冗余表达干扰,复杂逻辑理解,情境感知,个性化知识理解,隐性步骤提取,任务调度,长任务,复杂任务,特定语义功能,自主寻找,信息权限,信息运算,条件判断,偏好分析,信息处理,信息存储与提取,通用"
帮我分析一下这几个理财方案的利弊,"定冠词指代理解,信息获取,条件判断,偏好分析,信息处理,专业,生成"
天猫精灵，帮我查询12345678901的手机号本月本地剩余流量,"复杂任务,自主寻找,信息权限,条件判断,信息处理,信息存储与提取"
请播放歌曲日不落,"不确定目标理解,特定执行动作,可靠执行,特定语义功能,信息获取"
打开小红书,"特定应用,特定语义功能"
在微信群里问大家今晚有没有空一起打麻将,"模糊指代理解,句子成分缺失理解,个性化知识理解,特定应用功能,自主寻找,信息处理"
帮我礼貌地回复未接到的电话,"模糊指代理解,语序语气理解,句子成分缺失理解,特定应用功能,特定语义功能,自主寻找,信息处理,信息存储与提取,情感,生成"
如何评价《三体》这本书,"自主寻找,信息分析,通用,生成"
我要看戏了（手机调静音）,"不确定方法理解,个性化知识理解,语义揣测,特定应用功能,信息获取,通用"
定一个19点的闹钟，并备注抢票,"特定应用功能,特定语义功能,信息处理"
如何在mac安装python,"不确定方法理解,不确定目标理解,可靠执行,特定语义功能,自主寻找,智能"
找一张无语的表情包发给室友王,"不确定目标理解,缺失限定语理解,个性化知识理解,特定应用功能,特定语义功能,信息获取,条件判断,信息存储与提取"
请帮我播放适合这个party的歌,"情境感知,特定执行动作,特定语义功能,信息获取,信息处理,智能"
给我讲一个节奏慢点的故事,"个性化知识理解,特定语义功能,信息获取,偏好分析,信息存储与提取,通用,生成"
去门口把外卖拿进来,"不确定方法理解,不确定目标理解,模糊指代理解,特定执行动作,特定语义功能,设备联通,识别与理解"
打开QQ音乐，播放《稻香》，并单曲循环,"特定执行动作,长任务,特定应用功能,特定语义功能,自主寻找"
给我定制一个跑步十公里的歌单,"个性化知识理解,特定语义功能,信息获取,信息运算,信息存储与提取"
替我回复拒绝A的短信,"不确定方法理解,模糊指代理解,情境感知,特定应用功能,特定语义功能,信息获取,信息处理,信息存储与提取,情感,生成"
【对着当前的文档】整理信息,"不确定方法理解,不确定目标理解,操作,自主寻找,信息处理,信息存储与提取,识别与理解,通用"
你是一位社会科学国际关系的博士生导师，阅读这篇文献，帮我总结主要内容,"虚拟语气理解,情境感知,信息获取,信息分析,信息存储与提取,识别与理解,专业,生成"
微信最近10个联系人是工作分组的消息未回复的帮我回个收到,"语序语气理解,句子成分缺失理解,隐性步骤提取,特定应用功能,特定语义功能,信息权限,信息分析,信息存储与提取"
请帮我查一下下面这个报错如何解决,"定冠词指代理解,情境感知,自主寻找,条件判断,信息处理,专业"
在群聊里回复“好的”,"模糊指代理解,句子成分缺失理解,个性化知识理解,特定应用功能"
请帮我回复I'm Busy的默认信息,"不确定方法理解,不确定目标理解,抗冗余表达干扰,情境感知,信息权限,条件判断,信息存储与提取"
【正在输入消息页面时】帮我想想怎么更好的表达我想请假的意图,"口语化表达理解,情境感知,个性化知识理解,语义揣测,信息获取,信息分析,信息存储与提取,通用,情感,生成"
我想吃菠萝包（下单菠萝包外卖）,"不确定方法理解,不确定目标理解,情境感知,语义揣测,自主寻找,条件判断,通用"
请帮我购买最新的ipad，到货地址为住家,"不确定方法理解,不确定目标理解,非常规表达理解,个性化知识理解,任务调度,可靠执行,特定应用功能,自主寻找,信息权限,条件判断,信息存储与提取"
帮我生成一个适合与我在绘画时倾听的歌单,"情境感知,个性化知识理解,自主寻找,偏好分析,信息存储与提取,生成"
把空调的风调成适合午睡的模式,"模糊范围程度理解,个性化知识理解,特定执行动作,特定应用功能,特定语义功能,信息获取"
帮我调整角度和光影拍出ins风格的照片,"不确定方法理解,情境感知,个性化知识理解,特定执行动作,特定应用功能,特定语义功能,设备联通,信息获取,信息分析,通用,专业"
如果你是一名研究员，请整理NLP相关文献，并将每篇文章的摘要摘取出来,"虚拟语气理解,自主寻找,信息处理,信息存储与提取,识别与理解,通用"
帮我整理公司附近5公里以内，预算每月4000及以下的一居室的房屋信息，以表格形式呈现,"大信息量理解,个性化知识理解,特定应用功能,特定语义功能,自主寻找,信息运算,条件判断,信息处理,信息存储与提取"
请帮我翻译并润色这段学术性文字：“xxx”,"高级智能理解,特定语义功能,信息获取,信息分析,通用,专业,生成"
根据所关注的有关上市创业公司微信公众号，规划最优路线,"不确定方法理解,不确定目标理解,复杂逻辑理解,个性化知识理解,任务调度,复杂任务,特定应用功能,自主寻找,信息运算,条件判断"
校对这篇会议记录是否有错别字：“xxx”,"定冠词指代理解,特定语义功能,信息获取,信息分析,通用"
打开音乐，播放如愿,"不确定目标理解,特定执行动作,特定应用功能,特定语义功能,自主寻找,信息分析"
请帮我将需要完成的事情进行记录，并进行提醒,"不确定方法理解,模糊指代理解,口语化表达理解,个性化知识理解,设置条件触发,任务调度,特定执行器件,特定语义功能,信息获取,信息处理,信息存储与提取"
查找附近的加油站,"模糊范围程度理解,情境感知,个性化知识理解,特定应用功能,特定语义功能,自主寻找,条件判断"
我起不来，你把窗帘拉开让我清醒会,"不确定方法理解,模糊范围程度理解,语序语气理解,抗冗余表达干扰,特定执行动作,特定语义功能,设备联通,通用"
打开省电模式,"口语化表达理解,特定执行动作"
请帮我画一幅主题为人工智能的画,"抗冗余表达干扰,语义揣测,通用,专业,生成"
请推荐评分超过9的惊悚电影,"不确定方法理解,缺失限定语理解,自主寻找,条件判断,偏好分析"
【工作时】我想听歌,"不确定方法理解,情境感知,语义揣测,特定执行动作,特定语义功能,信息获取,偏好分析,信息存储与提取"
教我做佛跳墙，适合新手，一步步教,"不确定方法理解,语序语气理解,抗冗余表达干扰,个性化知识理解,隐性步骤提取,自主寻找,信息运算,条件判断,信息处理,信息存储与提取,通用"
把以下这段话翻译为英文：“xxx”,"定冠词指代理解,口语化表达理解,特定语义功能,信息获取,信息处理,通用"
ddl前一天提醒我交作业,"缺失限定语理解,个性化知识理解,设置条件触发,隐性步骤提取,任务调度,特定执行动作,信息权限,条件判断,信息存储与提取"
我想听法国香颂风格的歌曲,"不确定方法理解,不确定目标理解,特定语义功能,信息获取,信息处理,信息存储与提取"
在滴答清单帮我安排一个任务，主题是学术会议，时间是下周一下午3点，提前一小时提醒我,"抗冗余表达干扰,复杂逻辑理解,任务调度,特定应用功能,操作,信息获取,信息处理,信息存储与提取"
请帮我查查最新新出的小说，告诉我哪些评价比较好,"不确定方法理解,模糊范围程度理解,自主寻找,信息分析"
【在做菜app浏览一个菜谱】帮我根据这个菜谱做菜,"定冠词指代理解,隐性步骤提取,任务调度,特定执行动作,可靠执行,特定语义功能,信息获取,信息分析,识别与理解,专业"
打开豆瓣，告诉我最近风评最好的电影是哪部，主要内容是什么,"模糊范围程度理解,特定应用功能,自主寻找,偏好分析,信息处理,信息存储与提取,通用"
从现在开始记录会议，结束后整理一份文字稿,"不确定方法理解,口语化表达理解,任务调度,长任务,信息获取,信息处理,信息存储与提取,通用"
请把我设置上午10点的闹钟,"不确定方法理解,不确定目标理解,非常规表达理解,设置条件触发,隐性步骤提取,任务调度,特定应用功能,特定语义功能,信息处理"
请帮我看朋友圈，并在有需要时点赞,"设置条件触发,特定应用功能,特定语义功能"
规划到学校最近路线及时间,"抗冗余表达干扰,个性化知识理解,语义揣测,任务调度,信息获取,条件判断,信息存储与提取,通用"
最近的行程提醒我一下,"语序语气理解,个性化知识理解,信息权限,条件判断,信息存储与提取"
把车内空调打开,"特定执行器件,特定应用功能"
微博热搜有什么新八卦,"特定应用功能,自主寻找,条件判断"
帮我定去广西的高铁票,"不确定方法理解,模糊范围程度理解,模糊指代理解,个性化知识理解,隐性步骤提取,特定语义功能,自主寻找,信息权限,条件判断,信息存储与提取"
请帮我打开空调，并设置7小时之后关闭,"任务调度,特定执行动作,特定应用功能,特定语义功能,条件判断,信息存储与提取"
帮我美团上点一个“酸菜鱼”的外卖,"不确定方法理解,别名理解,个性化知识理解,可靠执行,特定应用功能,信息权限"
